연번,Element ID,"항목명
(영문)","항목명
(국문)","필수
여부",OID,항목검증룰,"관계
Element ID",최대길이,"데이터 
유형",허용치,nullFlavor,비고,항목검증룰(변경내역),Question,CRSCUBE ANSWER
73,D.2.2b,Age at Time of Onset of Reaction / Event (unit),발현 당시 연령(단위),조건부필수,2.16.840.1.113883.3.989.2.1.1.26,"1. 조건부필수값으로 D.2.2a 항목값이 있는 경우 항목값 여부 검증
 1) D.2.2a 항목값이 입력 된 경우 필수
2. 입력값이 50자 이하인지 검증
3. UCUM 코드와 비교하여 허용된 코드와 비교 검증
4. D.2.1, D.2.2.1, D.2.3 항목값이 입력되었는지 검증
 1) D.2.1, D.2.2, D.2.2.1, D.2.3 항목중 1항목만 입력
5. 임상시험과 치료목적 사용승인의 경우 필수값으로 검증","D.2.1, 
D.2.2.1, 
D.2.2a, 
D.2.3",50,AN,"연, 월, 주, 일, 시간, 연대",,임상시험과 치료목적 사용승인의 경우 필수값,"1. 조건부필수값으로 D.2.2a 항목값이 있는 경우 항목값 여부 검증
 1) D.2.2a 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 50자 이하인지 검증
4. UCUM 코드와 비교하여 허용된 코드와 비교 검증
5. D.2.2a 입력여부 검증
5. D.2.1, D.2.2.1, D.2.3 항목값이 입력되었는지 검증
6. 임상시험과 치료목적 사용승인의 경우 필수값으로 검증",,
74,D.2.2.1a,Gestation Period When Reaction / Event Was Observed in the Foetus (number),발현 당시의 임신기간,조건부필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 입력값이 3자 이하인지 검증
2. 입력값은 숫자만 허용함
3. 조건부필수값으로 D.2.2.1b 항목값이 있는 경우 항목값 여부 검증
 1) D.2.2.1b 항목값이 입력 된 경우 필수
4. D.2.1, D.2.2, D.2.3 항목값이 입력되었는지 검증
 1) D.2.1, D.2.2, D.2.2.1, D.2.3 항목중 1항목만 입력","D.2.1, 
D.2.2, 
D.2.2.1b, 
D.2.3",3,N,숫자,,,"1. OID 비교 검증
2. 입력값이 3자 이하인지 검증
3. 입력값은 숫자만 허용함
4. 조건부필수값으로 D.2.2.1b 항목값이 있는 경우 항목값 여부 검증
 1) D.2.2.1b 항목값이 입력 된 경우 필수
5. D.2.2.1b 입력여부 검증
5. D.2.1, D.2.2, D.2.3 항목값이 입력되었는지 검증",,
75,D.2.2.1b,Gestation Period When Reaction/Event Was Observed in the Foetus (unit),발현 당시의 임신기간(단위),조건부필수,2.16.840.1.113883.3.989.2.1.1.26,"1. 조건부필수값으로 D.2.2.1a 항목값이 있는 경우 항목값 여부 검증
 1) D.2.2.1a 항목값이 입력 된 경우 필수
2. 입력값이 50자 이하인지 검증
3. UCUM 코드와 비교하여 허용된 코드와 비교 검증
4. D.2.1, D.2.2, D.2.3 항목값이 입력되었는지 검증","D.2.1, 
D.2.2, 
D.2.2.1a, 
D.2.3",50,AN,"월, 주, 일, 임신분기",,,"1. 조건부필수값으로 D.2.2.1a 항목값이 있는 경우 항목값 여부 검증
 1) D.2.2.1a 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 50자 이하인지 검증
4. UCUM 코드와 비교하여 허용된 코드와 비교 검증
5. D.2.2.1a 입력여부 검증
5. D.2.1, D.2.2, D.2.3 항목값이 입력되었는지 검증",,
76,D.2.3,Patient Age Group (as per reporter),환자의 연령대,비필수,"2.16.840.1.113883.3.989.2.1.1.9
2.16.840.1.113883.3.989.2.1.1.19","1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 1자 이하인지 검증
3. 입력값은 ""1"",""2"",""3"",""4"",""5"",""6""만 허용함
4. D.2.1 또는 D.2.2a 항목 중 하나라도 입력된 경우 입력 불가
5. D.2.1, D.2.2, D.2.2.1 항목값이 입력되었는지 검증
 1) D.2.1, D.2.2, D.2.2.1, D.2.3 항목중 1항목만 입력","D.2.1, 
D.2.2, 
D.2.2.1",1,N,"0=태아
1=신생아
2=유아
3=어린이
4=청소년
5=어른
6=노인",,,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값이 1자 이하인지 검증
4. 입력값은 ""1"",""2"",""3"",""4"",""5"",""6""만 허용함
5. D.2.1 또는 D.2.2a 항목 중 하나라도 입력된 경우 입력 불가
6. D.2.1, D.2.2, D.2.2.1 항목값이 입력되었는지 검증",,
77,D.3,Body Weight (kg),체중(kg),비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 숫자인지 검증
3. 입력값이 6자 이하인지 검증
 1) 소수점 포함 6자 이하인지 검증",,6,N,숫자(소수점),,,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값이 숫자인지 검증
4. 입력값이 6자 이하인지 검증
 1) 소수점 포함 6자 이하인지 검증",,
78,D.4,Height (cm),신장(cm),비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 숫자인지 검증
3. 입력값이 3자 이하인지 검증
4. 소수점 입력 불가",,3,N,숫자,,,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값이 숫자인지 검증
4. 입력값이 3자 이하인지 검증
5. 소수점 입력 불가",,
79,D.5,Sex,성별,비필수,1.0.5218,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 1자 이하인지 검증
3. 입력값은 ""1"",""2""만 허용함
4. nullflavor는 ""MSK"", ""UNK"", ""ASKU"", ""NASK""만 허용함
5. 임상시험과 치료목적 사용승인의 경우 필수값으로 검증",,1,N,"1=남성
2=여성","MSK, UNK, ASKU, NASK",임상시험과 치료목적 사용승인의 경우 필수값,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 1자 이하인지 검증
3. 입력값은 ""1"",""2""만 허용함
4. nullflavor는 ""MSK"", ""UNK"", ""ASKU"", ""NASK""만 허용함
5. 임상시험과 치료목적 사용승인의 경우 필수값으로 검증",,
80,D.6,Last Menstrual Period Date,최종월경일,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
3. nullflavor는 ""MSK""만 허용",,-,Date/Time,CCYY (Minimum),MSK,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
3. nullflavor는 ""MSK""만 허용",,
81,D.7.1.r.1a,MedDRA Version for Medical History,과거 병력 MedDRA 버전,조건부필수,,"1. 조건부필수값으로 D.7.1.r.1b 항목값이 있는 경우 항목값 여부 검증
 1) D.7.1.r.1b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)",D.7.1.r.1b,4,AN,MedDRA 버전,,,"1. 조건부필수값으로 D.7.1.r.1b 항목값이 있는 경우 항목값 여부 검증
 1) D.7.1.r.1b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)
4. 입력된 MedDRA 버전이 D.8.r.6a, D.8.r.7a, D.9.2.r.1a, D.9.4.r.1a, D.10.7.1.r.1a, D.10.8.r.6a, D.10.8.r.7a, E.i.2.1a, F.r.2.2a, G.k.7.r.2a, H.3.r.1a 항목과 비교하여 동일한지 검증
5. D.7.1.r.1b 입력여부 검증",,
82,D.7.1.r.1b,Medical History (disease / surgical procedure / etc.) (MedDRA code),과거 병력 MedDRA 코드,조건부필수,"2.16.840.1.113883.3.989.2.1.1.20
2.16.840.1.113883.6.163","1. 조건부필수값으로 D.7.1.r.1a 항목값이 있는 경우 항목값 여부 검증
 1) D.7.1.r.1a 항목값이 입력 된 경우 필수
2. 입력값이 8자 이하인지 검증
3. 입력값은 숫자만 허용함
4. D.7.1.r.1a항목에 입력된 버전의 MedDRA 코드인지 검증",D.7.1.r.1a,8,N,MedDRA 코드 8자리,,,"1. 조건부필수값으로 D.7.1.r.1a 항목값이 있는 경우 항목값 여부 검증
 1) D.7.1.r.1a 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 8자 이하인지 검증
4. 입력값은 숫자만 허용함
5. D.7.1.r.1a항목에 입력된 버전의 MedDRA 코드인지 검증
6. D.7.1.r.1a 입력여부 검증",,
83,D.7.1.r.2,Start Date,시작일,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,-,Date/Time,CCYY (Minimum),"MSK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,
84,D.7.1.r.3,Continuing,지속여부,비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값은 ""예"", ""아니오""만 허용함
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK"", ""UNK""만 허용",,-,Boolean,"예
아니오","MSK, ASKU, NASK, UNK",,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값은 ""예"", ""아니오""만 허용함
4. nullflavor는 ""MSK"", ""ASKU"", ""NASK"", ""UNK""만 허용",,
85,D.7.1.r.4,End Date,종료일,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용
6. D.7.1.r.2 항목값보다 과거일자 입력 불가능",,-,Date/Time,CCYY (Minimum),"MSK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용
6. D.7.1.r.2 항목값보다 과거일자 입력 불가능",,
86,D.7.1.r.5,Comments,비고,비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 2000자 이하인지 검증",,2000,AN,자유기재,,,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값이 2000자 이하인지 검증",,
87,D.7.1.r.6,Family History,가족력,비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값은 ""예""만 허용함",,-,Boolean,"
예",,,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값은 ""예"", ""아니오""만 허용함",,
88,D.7.2,Text for Relevant Medical History and Concurrent Conditions (not including reaction / event),과거 병력 상세내용,조건부필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 조건부필수값으로 D.7.1 항목값이 없는 경우 항목값 여부 검증
 1) D.7.1 항목이 입력 되지 않은 경우 필수
2. 입력값이 10000자 이하인지 검증
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK"", ""UNK"" 만 허용",D.7.1,10000,AN,자유기재,"MSK, ASKU, NASK, UNK","보고하지 않는 경우 ""None"" 입력","1. 조건부필수값으로 D.7.1.r.1a, D.7.1.r.1b, D.7.1.r.2, ,D.7.1.r.3, D.7.1.r.4, D.7.1.r.5, D.7.1.r.6 항목에 값이 없는 경우 필수값으로 항목여부 검증
1. 조건부필수값으로 D.7.1.r 항목값이 없는 경우 항목값 여부 검증
 1) D.7.1.r 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 10000자 이하인지 검증
4. nullflavor는 ""MSK"", ""ASKU"", ""NASK"", ""UNK"" 만 허용",,
89,D.7.3,Concomitant Therapies,병용요법,비필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값은 ""예""만 허용함",,-,Boolean,"
예",,,"1. 비필수로 입력값이 있는 경우 검증
2. OID 비교 검증
3. 입력값은 ""예"", ""아니오""만 허용함",,
90,D.8.r.1,Name of Drug as Reported,의약품명,조건부필수,,"1. 조건부필수값으로 D.8.r 항목에 입력된 값이 있으면 항목 여부 검증
 1) D.8.r 항목값이 입력 된 경우 필수
2. 입력된 값이 250자 이하인지 검증
3. nullflavor는 ""UNK"", ""NA"" 만 허용",D.8.r,250,AN,자유기재,"UNK, NA",,"1. 조건부필수값으로 D.8.r 항목에 입력된 값이 있으면 항목 여부 검증
 1) D.8.r 항목값이 입력 된 경우 필수
2. 입력된 값이 250자 이하인지 검증
3. nullflavor는 ""UNK"", ""NA"" 만 허용",,
91,D.8.r.1.KR.1a,medicinal product version,의약품 코드 버전,조건부필수,,"1. 조건부필수값으로 입력값이 있는경우 검증
 1) N.2.r.3 항목값이 입력값이 국외(FR)의 경우 필수 입력값 검증
2. 허용하고 있는 (WHODrug)버전인지 검증
3. 입력값이 20자 이하인지 검증","N.2.r.3, 
D.8.r.1.KR.1b",20,AN,국외 이상사례보고의 경우 WHODrug 버전(Global C3 Short version) 입력,,,"1. 조건부필수값으로 입력값이 있는경우 검증
2. N.2.r.3 항목값이 입력값이 국외(FR)의 경우 필수 입력값 검증
 1) 허용하고 있는 (WHODrug)버전인지 검증
3. 입력값이 20자 이하인지 검증
4. D.8.r.1.KR.1b에 입력된 경우 필수로 값 입력해야함","- 해당항목은 본 개정에서 비필수->조건부필수(N.2.r.3 항목값이 입력값이 국외(FR)의 경우 필수 입력값 검증)로 변경되었습니다. 2019년 11월 식약처 담당자 말씀에 따르면, 국외 보고시에도 WHODD Drug code를 필수로 요구하지 않을 계획이며 이가 개정본에 반영될 것이라고 확인받았으나, 오히려 조건부 필수로 변경되었습니다. 국외의 경우 WHODrug코드 필수 입력을 유지하실 계획이신지요?",
92,D.8.r.1.KR.1b,medicinal product ID,의약품 코드,조건부필수,"국내=2.16.840.1.113883.3.989.5.1.10.2.1
국외=2.16.840.1.113883.6.294","1. 조건부필수값으로 입력값이 있는경우 검증
 1) N.2.r.3 항목의 입력값이 ""국내(KR)"", ""국외(FR)""이고 nullflavor가 입력되지 않은 경우 검증
 2) N.2.r.3 항목값이 시판 후 국내(KR)보고인 경우 품목기준코드 입력 검증
 3) N.2.r.3 항목값이 시판 후 국외(FR)보고인 경우 WHODrug코드 입력 검증
3. 입력값이 10자 이하인지 검증
4. N.2.r.3 항목값이 시판 후 국외(FR)보고인 경우 입력값이 D.8.r.1.KR.1a 항목에 입력된 버전의 코드인지 검증",D.8.r.1.KR.1a,10,AN,"국내 이상사례보고의 경우 품목기준코드 입력
국외 이상사례보고의 경우 WHODrug (Global C3 Medicinalprod Id)코드 입력",,,"1. 조건부필수값으로 입력값이 있는경우 검증
2. N.2.r.3 항목의 입력값이 ""국내(KR)"", ""국외(FR)""인 경우 필수값으로 검증
 1) N.2.r.3 항목값이 시판 후 국내(KR)보고인 경우 품목기준코드 입력을 필수값으로 검증
 2) N.2.r.3 항목값이 시판 후 국외(FR)보고인 경우 WHODrug코드 입력을 필수값으로 검증
3. OID 비교 검증
4. 입력값이 10자 이하인지 검증
5. N.2.r.3 항목값이 시판 후 국외(FR)보고인 경우 입력값이 D.8.r.1.KR.1a 항목에 입력된 버전의 코드인지 검증","- 국내>품목기준코드 또한, 추후 결정되는 IDMP로 변경될 예정 예정인가요?",
93,D.8.r.2a,MPID Version Date/Number,의약품식별자(MPID) 버전,조건부필수,,"1. 조건부필수값으로 D.8.r.2b에 항목값이 있는 경우 항목 여부 검증
 1) D.8.r.2b 항목값이 입력 된 경우 필수
2. 입력값이 10자 이하인지 검증
3. 입력값이 보유하고 있는 MPID 버전과 일치하는지 검증",D.8.r.2b,10,AN,IDMP,,,"1. 조건부필수값으로 D.8.r.2b에 항목값이 있는 경우 항목 여부 검증
 1) D.8.r.2b 항목값이 입력 된 경우 필수
2. 입력값이 10자 이하인지 검증
3. 입력값이 보유하고 있는 MPID 버전과 일치하는지 검증
4. D.8.r.2.b 항목에 값이 입력되었는지 검증","전반적으로 의약품관련 ID/Version의 필수 여부 (조건부 필수, 비필수)부여 규칙이 통일되어 있지 않아보입니다. (의약품 코드&버전 질문 참고)
필수 여부 중 '조건부 필수'의 정의가 무엇인지요? 사용자가 이해하기에 조건부 필수/비필수의 구분에 있어 혼동의 여지가 있습니다. Paring 되어 있는 항목 모두 조건부 필수든 비필수든 일관성 있는 기재가 필요할 것으로 생각됩니다. ",
94,D.8.r.2b,Medicinal Product Identifier (MPID),의약품식별자(MPID),조건부필수,TBD,"1. 조건부필수값으로 D.8.r.2a에 항목값이 있는 경우 항목 여부 검증
 1) D.8.r.2a 항목값이 입력 된 경우 필수
2. 입력값이 1000자 이하인지 검증
3. 입력값이 D.8.r.2a 항목의 버전의 MPID 코드인지 검증",D.8.r.2a,1000,AN,IDMP,,입력하지 않았을 경우 성분코드에서 필수값 검증,"1. 조건부필수값으로 D.8.r.2a에 항목값이 있는 경우 항목 여부 검증
 1) D.8.r.2a 항목값이 입력 된 경우 필수
2. 입력값이 1000자 이하인지 검증
3. 입력값이 D.8.r.2a 항목의 버전의 MPID 코드인지 검증
4. D.8.r.2a 항목에 값이 입력되었는지 검증",,
95,D.8.r.3a,PhPID Version Date/Number,제제식별자(PhPID) 버전,조건부필수,,"1. 조건부필수값으로 D.8.r.3b에 항목값이 있는 경우 항목 여부 검증
 1) D.8.r.3b 항목값이 입력 된 경우 필수
2. 입력값이 10자 이하인지 검증
3. 입력값이 보유하고 있는 PhPID 버전과 일치하는지 검증",D.8.r.3b,10,AN,IDMP,,IDMP 확정 후 사용,"1. 조건부필수값으로 D.8.r.3b에 항목값이 있는 경우 항목 여부 검증
 1) D.8.r.3b 항목값이 입력 된 경우 필수
2. 입력값이 10자 이하인지 검증
3. 입력값이 보유하고 있는 PhPID 버전과 일치하는지 검증
4. D.8.r.3.b 항목에 값이 입력되었는지 검증",,
96,D.8.r.3b,Pharmaceutical Product Identifier (PhPID),제제식별자(PhPID),조건부필수,TBD,"1. 조건부필수값으로 D.8.r.3a에 항목값이 있는 경우 항목 여부 검증
 1) D.8.r.3a 항목값이 입력 된 경우 필수
2. 입력값이 250자 이하인지 검증
3. 입력값이 D.8.r.3a 항목의 버전의 PhPID 코드인지 검증",D.8.r.3a,250,AN,IDMP,,IDMP 확정 후 사용,"1. 조건부필수값으로 D.8.r.3a에 항목값이 있는 경우 항목 여부 검증
 1) D.8.r.3a 항목값이 입력 된 경우 필수
2. 입력값이 250자 이하인지 검증
3. 입력값이 D.8.r.3a 항목의 버전의 PhPID 코드인지 검증
4. D.8.r.3a 항목에 값이 입력되었는지 검증",,
97,D.8.r.4,Start Date,시작일,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,-,Date/Time,CCYY (Minimum),"MSK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,
98,D.8.r.5,End Date,종료일,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용
6. D.8.r.4 항목값보다 과거일자 입력 불가능",D.8.r.4,-,Date/Time,CCYY (Minimum),"MSK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용
6. D.8.r.4 항목값보다 과거일자 입력 불가능",,
99,D.8.r.6a,MedDRA Version for Indication,적응증의 MedDRA 버전,조건부필수,,"1. 조건부필수값으로 D.8.r.6b 항목값이 있는 경우 항목값 여부 검증
 1) D.8.r.6b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)",D.8.r.6b,4,AN,MedDRA 버전,,,"1. 조건부필수값으로 D.8.r.6b 항목값이 있는 경우 항목값 여부 검증
 1) D.8.r.6b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)
4. 입력된 MedDRA 버전이 D.7.1.r.1a, D.8.r.7a, D.9.2.r.1a, D.9.4.r.1a, D.10.7.1.r.1a, D.10.8.r.6a, D.10.8.r.7a, E.i.2.1a, F.r.2.2a, G.k.7.r.2a, H.3.r.1a 항목과 비교하여 동일한지 검증
5. D.8.r.6b 입력여부 검증",,
100,D.8.r.6b,Indication (MedDRA code),적응증의 MedDRA 코드,조건부필수,"2.16.840.1.113883.3.989.2.1.1.19
2.16.840.1.113883.6.163","1. 조건부필수값으로 D.8.r.6.a 항목값이 있는 경우 항목값 여부 검증
 1) D.8.r.6a 항목값이 입력 된 경우 필수
2. 입력값이 8자 이하인지 검증
3. 입력값이 D.8.r.6.a 항목에 입력된 버전의 MedDRA 코드인지 검증",D.8.r.6a,8,N,MedDRA 코드 8자리,,,"1. 조건부필수값으로 D.8.r.6.a 항목값이 있는 경우 항목값 여부 검증
 1) D.8.r.6a 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 8자 이하인지 검증
4. 입력값이 D.8.r.6.a 항목에 입력된 버전의 MedDRA 코드인지 검증
5. D.8.r.6.a 입력여부 검증",,
101,D.8.r.7a,MedDRA Version for Reaction,약물이상반응의 MedDRA 버전,조건부필수,,"1. 조건부필수값으로 D.8.r.7b 항목값이 있는 경우 항목값 여부 검증
 1) D.8.r.7b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)",D.8.r.7b,4,AN,MedDRA 버전,,,"1. 조건부필수값으로 D.8.r.7b 항목값이 있는 경우 항목값 여부 검증
 1) D.8.r.7b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)
4. 입력된 MedDRA 버전이 D.7.1.r.1a, D.8.r.6a, D.8.r.7a, D.9.2.r.1a, D.9.4.r.1a, D.10.7.1.r.1a, D.10.8.r.6a, D.10.8.r.7a, E.i.2.1a, F.r.2.2a, G.k.7.r.2a, H.3.r.1a 항목과 비교하여 동일한지 검증
5. D.8.r.7b 입력여부 검증",,
102,D.8.r.7b,Reaction (MedDRA code),약물이상반응의 MedDRA 코드,조건부필수,"2.16.840.1.113883.3.989.2.1.1.19
2.16.840.1.113883.6.163","1. 조건부필수값으로 D.8.r.7a 항목값이 있는 경우 항목값 여부 검증
 1) D.8.r.7a 항목값이 입력 된 경우 필수
2. 입력값이 8자 이하인지 검증
3. 입력값이 D.8.r.7a 항목에 입력된 버전의 MedDRA 코드인지 검증",D.8.r.7a,8,N,MedDRA 코드 8자리,,,"1. 조건부필수값으로 D.8.r.7a 항목값이 있는 경우 항목값 여부 검증
 1) D.8.r.7a 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 8자 이하인지 검증
4. 입력값이 D.8.r.7a 항목에 입력된 버전의 MedDRA 코드인지 검증
5. D.8.r.7a 입력여부 검증",,
103,D.9.1,Date of Death,사망일,비필수,,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,-,Date/Time,CCYY (Minimum),"MSK, ASKU, NASK",,"1. 비필수로 입력값이 있는 경우 검증
2. 입력값이 날짜 형식인지 검증
3. 최소 CCYY까지 입력되었는지 검증
4. 미래날짜는 입력불가
5. nullflavor는 ""MSK"", ""ASKU"", ""NASK""만 허용",,
104,D.9.2.r.1a,MedDRA Version for Reported Cause(s) of Death,사망원인의 MedDRA 버전,조건부필수,,"1. 조건부필수값으로 D.9.2.r.1b 항목값이 있는 경우 항목값 여부 검증
 1) D.9.2.r.1b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)",D.9.2.r.1b,4,AN,MedDRA 버전,,,"1. 조건부필수값으로 D.9.2.r.1b 항목값이 있는 경우 항목값 여부 검증
 1) D.9.2.r.1b 항목값이 입력 된 경우 필수
2. 입력값이 4자 이하인지 검증
3. 허용하고 있는 MedDRA 버전인지 검증(최신버전)
4. 입력된 MedDRA 버전이 D.7.1.r.1a, D.8.r.6a, D.8.r.7a, D.9.2.r.1a, D.9.4.r.1a, D.10.7.1.r.1a, D.10.8.r.6a, D.10.8.r.7a, E.i.2.1a, F.r.2.2a, G.k.7.r.2a, H.3.r.1a 항목과 비교하여 동일한지 검증
5. D.9.2.r.1b 입력여부 검증",,
105,D.9.2.r.1b,Reported Cause(s) of Death (MedDRA code),사망원인의 MedDRA 코드,조건부필수,"2.16.840.1.113883.3.989.2.1.1.19
2.16.840.1.113883.6.163","1. 조건부필수값으로 D.9.2.r.1a 항목값이 있는 경우 항목값 여부 검증
 1) D.9.2.r.1a 항목값이 입력 된 경우 필수
2. 입력값이 8자 이하인지 검증
3. 입력값이 D.9.2.r.1a 항목에 입력된 버전의 MedDRA 코드인지 검증",D.9.2.r.1a,8,N,MedDRA 코드 8자리,,,"1. 조건부필수값으로 D.9.2.r.1a 항목값이 있는 경우 항목값 여부 검증
 1) D.9.2.r.1a 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 8자 이하인지 검증
4. 입력값이 D.9.2.r.1a 항목에 입력된 버전의 MedDRA 코드인지 검증
5. D.9.2.r.1a 입력여부 검증",,
106,D.9.2.r.2,Reported Cause(s) of Death (free text),사망원인 설명,조건부필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 조건부필수값으로 D.9.2.r.1 항목값이 있는 경우 항목값 여부 검증
 1) D.9.2.r.1 항목값이 입력 된 경우 필수
2. 입력값이 250자 이하인지 검증",D.9.2.r.1,250,AN,자유기재,,,"1. 조건부필수값으로 D.9.2.r.1 항목값이 있는 경우 항목값 여부 검증
 1) D.9.2.r.1 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값이 250자 이하인지 검증",,
107,D.9.3,Was Autopsy Done?,부검 여부,조건부필수,2.16.840.1.113883.3.989.2.1.1.19,"1. 조건부필수값으로 D.9.1 항목에 값이 있는 경우 항목값 여부 검증
 1) D.9.1 항목값이 입력 된 경우 필수
2. 입력값은 ""예"", ""아니오"" 만 허용함
3. nullflavor는 ""MSK"", ""ASKU"", ""NASK"", ""UNK"" 만 허용",D.9.1,-,Boolean,"예
아니오","MSK, ASKU, NASK, UNK",,"1. 조건부필수값으로 D.9.1 항목에 값이 있는 경우 항목값 여부 검증
 1) D.9.1 항목값이 입력 된 경우 필수
2. OID 비교 검증
3. 입력값은 ""예"", ""아니오"" 만 허용함
4. nullflavor는 ""MSK"", ""ASKU"", ""NASK"", ""UNK"" 만 허용",,
